Fecha,Presion,Altitud,Humedad,Temperatura,Ocupacion
"2019-10-01 11:24:44	",95357.56,509.12,59.89,26.78,M
"2019-10-01 11:24:45	",95358.38,509.04,60.21,26.8,M
"2019-10-01 11:24:46	",95354.84,509.35,60.28,26.81,M
"2019-10-01 11:24:47	",95357.92,509.08,60.47,26.83,M
"2019-10-01 11:24:48	",95354.59,509.38,60.56,26.83,M
"2019-10-01 11:24:49	",95353.98,509.4,60.77,26.85,M
"2019-10-01 11:24:50	",95356.39,509.22,61.15,26.87,M
"2019-10-01 11:24:51	",95355.48,509.3,61.4,26.88,M
"2019-10-01 11:24:52	",95356.61,509.2,61.26,26.89,M
"2019-10-01 11:24:53	",95353.26,509.49,60.93,26.89,M
"2019-10-01 11:24:54	",95354.16,509.41,60.92,26.9,M
"2019-10-01 11:24:55	",95354.46,509.39,61.26,26.92,M
"2019-10-01 11:24:56	",95358.46,509.04,61.23,26.92,M
"2019-10-01 11:24:57	",95355.39,509.31,61.13,26.93,M
"2019-10-01 11:24:58	",95356.86,509.18,61.17,26.93,M
"2019-10-01 11:24:59	",95357.59,509.11,61.29,26.94,M
"2019-10-01 11:25:00	",95359.94,508.91,61.18,26.94,M
"2019-10-01 11:25:01	",95360.28,508.88,61.16,26.95,M
"2019-10-01 11:25:02	",95358.51,509.03,61.35,26.96,M
"2019-10-01 11:25:03	",95356.61,509.2,61.33,26.97,M
"2019-10-01 11:25:04	",95357.17,509.15,61.42,26.97,M
"2019-10-01 11:25:05	",95357.55,509.12,61.58,26.98,M
"2019-10-01 11:25:06	",95358.12,509.07,61.61,26.99,M
"2019-10-01 11:25:07	",95359.13,508.98,61.6,27,M
"2019-10-01 11:25:08	",95356.4,509.22,61.55,27,M
"2019-10-01 11:25:09	",95357.23,509.14,61.51,27,M
"2019-10-01 11:25:10	",95356.12,509.24,61.45,27,M
"2019-10-01 11:25:11	",95357.81,509.09,61.39,27.01,M
"2019-10-01 11:25:12	",95356.92,509.17,61.35,27.02,M
"2019-10-01 11:25:13	",95358.43,509.04,61.34,27.02,M
"2019-10-01 11:25:14	",95356.77,509.18,61.35,27.02,M
"2019-10-01 11:25:15	",95354.84,509.35,61.43,27.03,M
"2019-10-01 11:25:16	",95353.28,509.49,61.53,27.03,M
"2019-10-01 11:25:17	",95358.61,509.02,61.92,27.05,M
"2019-10-01 11:25:18	",95355.55,509.29,62.6,27.07,M
"2019-10-01 11:25:19	",95356.23,509.23,62.92,27.07,M
"2019-10-01 11:25:20	",95357.78,509.1,63.31,27.09,M
"2019-10-01 11:25:21	",95356.52,509.17,63.67,27.1,M
"2019-10-01 11:25:22	",95356.8,509.18,63.71,27.11,M
"2019-10-01 11:25:23	",95356.75,509.19,63.72,27.11,M
"2019-10-01 11:25:24	",95357.26,509.14,63.67,27.12,M
"2019-10-01 11:25:25	",95357.55,509.12,63.45,27.13,M
"2019-10-01 11:25:26	",95357.15,509.15,63.08,27.12,M
"2019-10-01 11:25:27	",95356.42,509.21,62.81,27.13,M
"2019-10-01 11:25:28	",95356.48,509.21,62.61,27.13,M
"2019-10-01 11:25:29	",95356.83,509.18,62.56,27.14,M
"2019-10-01 11:25:30	",95359.2,508.97,62.5,27.14,M
"2019-10-01 11:25:31	",95356.52,509.21,62.45,27.14,M
"2019-10-01 11:25:32	",95358.04,509.07,62.37,27.15,M
"2019-10-01 11:25:33	",95357.09,509.16,62.33,27.15,M
"2019-10-01 11:25:34	",95359.17,508.97,62.29,27.16,M
"2019-10-01 11:25:35	",95357,509.16,62.27,27.17,M
"2019-10-01 11:25:36	",95357.63,509.11,62.34,27.17,M
"2019-10-01 11:25:37	",95356.29,509.23,62.36,27.18,M
"2019-10-01 11:25:38	",95357.58,509.11,62.35,27.19,M
"2019-10-01 11:25:39	",95359.09,508.98,62.24,27.19,M
"2019-10-01 11:25:40	",95355.11,509.33,62.65,27.2,M
"2019-10-01 11:25:41	",95358.3,509.05,63.02,27.21,M
"2019-10-01 11:25:42	",95353.11,509.5,63.01,27.22,M
"2019-10-01 11:25:43	",95353.84,509.44,62.97,27.22,M
"2019-10-01 11:25:44	",95355.59,509.29,63.04,27.23,M
"2019-10-01 11:25:45	",95354.09,509.42,63.18,27.24,M
"2019-10-01 11:25:46	",95351.35,509.66,63.39,27.24,M
"2019-10-01 11:25:47	",95354.8,509.36,63.59,27.26,M
"2019-10-01 11:25:48	",95354.36,509.4,63.71,27.26,M
"2019-10-01 11:25:49	",95351.45,509.65,63.72,27.26,M
"2019-10-01 11:25:50	",95352.52,509.56,63.66,27.27,M
"2019-10-01 11:25:51	",95354.83,509.35,63.53,27.28,M
"2019-10-01 11:25:52	",95353.09,509.51,63.39,27.28,M
"2019-10-01 11:25:53	",95352.14,509.59,63.16,27.28,M
"2019-10-01 11:25:54	",95354.5,509.38,62.97,27.29,M
"2019-10-01 11:25:55	",95351.42,509.65,62.88,27.28,M
"2019-10-01 11:25:56	",95353.95,509.43,63.16,27.3,M
"2019-10-01 11:25:57	",95353.43,509.48,63.5,27.31,M
"2019-10-01 11:25:58	",95351.98,509.6,63.69,27.32,M
"2019-10-01 11:25:59	",95353.73,509.45,64.04,27.33,M
"2019-10-01 11:26:00	",95350.44,509.74,64.44,27.34,M
"2019-10-01 11:26:01	",95352.19,509.59,64.8,27.36,M
"2019-10-01 11:26:02	",95352.64,509.55,64.86,27.36,M
"2019-10-01 11:26:03	",95354.64,509.37,64.99,27.38,M
"2019-10-01 11:26:04	",95352.8,509.53,65.22,27.38,M
"2019-10-01 11:26:05	",95352.81,509.53,65.39,27.39,M
"2019-10-01 11:26:06	",95351.75,509.62,65.17,27.4,M
"2019-10-01 11:26:07	",95351.81,509.62,64.74,27.4,M
"2019-10-01 11:26:08	",95352.77,509.53,64.39,27.4,M
"2019-10-01 11:26:09	",95351.37,509.66,64.14,27.41,M
"2019-10-01 11:26:10	",95351.04,509.69,64.04,27.41,M
"2019-10-01 11:26:11	",95352.72,509.51,64.25,27.42,M
"2019-10-01 11:26:12	",95351.75,509.62,64.23,27.43,M
"2019-10-01 11:26:13	",95351.14,509.68,64.11,27.43,M
"2019-10-01 11:26:14	",95352.72,509.54,63.96,27.44,M
"2019-10-01 11:26:15	",95354.23,509.41,63.74,27.44,M
"2019-10-01 11:26:16	",95351.83,509.62,63.45,27.44,M
"2019-10-01 11:26:17	",95353.34,509.48,63.17,27.45,M
"2019-10-01 11:26:18	",95352.17,509.59,62.97,27.45,M
"2019-10-01 11:26:19	",95350.38,509.74,62.82,27.45,M
"2019-10-01 11:26:20	",95349.22,509.84,62.83,27.46,M
"2019-10-01 11:26:21	",95351.8,509.62,62.96,27.47,M
"2019-10-01 11:26:22	",95349.7,509.8,63.14,27.48,M
"2019-10-01 11:26:23	",95351.5,509.64,63.27,27.48,M
"2019-10-01 11:26:24	",95356.04,509.25,63.31,27.5,M
"2019-10-01 11:26:25	",95362.81,508.66,63,27.5,M
"2019-10-01 11:26:26	",95362.41,508.69,62.42,27.5,M
"2019-10-01 11:26:27	",95362.73,508.66,62.15,27.5,M
"2019-10-01 11:26:28	",95365.87,508.39,62.08,27.51,M
"2019-10-01 11:26:29	",95364.19,508.54,62.02,27.51,M
"2019-10-01 11:26:30	",95361.56,508.77,61.96,27.51,M
"2019-10-01 11:26:31	",95363.69,508.58,61.87,27.52,M
"2019-10-01 11:26:32	",95362.19,508.71,61.76,27.52,M
"2019-10-01 11:26:33	",95364.54,508.51,61.67,27.52,M
"2019-10-01 11:26:34	",95361.86,508.74,61.57,27.52,M
"2019-10-01 11:26:35	",95362.5,508.68,61.48,27.53,M
"2019-10-01 11:26:36	",95363.84,508.57,61.43,27.53,M
"2019-10-01 11:26:37	",95363.51,508.6,61.35,27.53,M
"2019-10-01 11:26:38	",95363.29,508.61,61.22,27.54,M
"2019-10-01 11:26:39	",95364.97,508.47,61.05,27.54,M
"2019-10-01 11:26:40	",95365.03,508.46,60.96,27.54,M
"2019-10-01 11:26:41	",95358.87,509,60.85,27.54,M
"2019-10-01 11:26:42	",95364.25,508.53,60.74,27.54,M
"2019-10-01 11:26:43	",95365.03,508.46,60.71,27.55,M
"2019-10-01 11:26:44	",95362.86,508.65,60.67,27.55,M
"2019-10-01 11:26:45	",95364.48,508.51,60.64,27.55,M
"2019-10-01 11:26:46	",95364.66,508.5,60.59,27.56,M
"2019-10-01 11:26:47	",95365.61,508.41,60.49,27.56,M
"2019-10-01 11:26:48	",95365.62,508.41,60.41,27.57,M
"2019-10-01 11:26:49	",95362.99,508.64,60.32,27.57,M
"2019-10-01 11:26:50	",95364.17,508.54,60.26,27.58,M
"2019-10-01 11:26:51	",95363.56,508.59,60.19,27.58,M
"2019-10-01 11:26:52	",95363.92,508.56,60.12,27.59,M
"2019-10-01 11:26:53	",95364.71,508.49,60.06,27.59,M
"2019-10-01 11:26:54	",95364.6,508.56,60.06,27.59,M
"2019-10-01 11:26:55	",95364.72,508.49,60,27.6,M
"2019-10-01 11:26:56	",95365.45,508.43,59.98,27.6,M
"2019-10-01 11:26:57	",95364.33,508.52,59.96,27.6,M
"2019-10-01 11:26:58	",95364.28,508.53,59.96,27.61,M
"2019-10-01 11:26:59	",95361.82,508.74,59.96,27.61,M
"2019-10-01 11:27:00	",95364.17,508.54,59.95,27.62,M
"2019-10-01 11:27:01	",95362.39,508.69,59.95,27.62,M
"2019-10-01 11:27:03	",95363.12,508.63,59.96,27.62,M
"2019-10-01 11:27:04	",95361.67,508.76,59.96,27.63,M
"2019-10-01 11:27:05	",95362.29,508.7,59.95,27.63,M
"2019-10-01 11:27:06	",95362.52,508.68,59.94,27.63,M
"2019-10-01 11:27:07	",95364.84,508.48,59.94,27.64,M
"2019-10-01 11:27:08	",95365.3,508.44,59.94,27.65,M
"2019-10-01 11:27:09	",95364.12,508.54,59.94,27.65,M
"2019-10-01 11:27:10	",95363.56,508.59,59.94,27.65,M
"2019-10-01 11:27:11	",95362.62,508.67,59.91,27.65,M
"2019-10-01 11:27:12	",95364.02,508.55,59.9,27.66,M
"2019-10-01 11:27:13	",95364.47,508.51,59.89,27.66,M
"2019-10-01 11:27:14	",95366.93,508.3,59.88,27.67,M
"2019-10-01 11:27:15	",95362.95,508.64,59.86,27.66,M
"2019-10-01 11:27:16	",95366.37,508.34,59.83,27.66,M
"2019-10-01 11:27:17	",95364.14,508.54,59.8,27.67,M
"2019-10-01 11:27:18	",95365.14,508.45,59.76,27.67,M
"2019-10-01 11:27:19	",95362.62,508.67,59.73,27.67,M
"2019-10-01 11:27:20	",95362.73,508.66,59.71,27.67,M
"2019-10-01 11:27:21	",95365.98,508.38,59.71,27.67,M
"2019-10-01 11:27:22	",95362.08,508.72,59.7,27.67,M
"2019-10-01 11:27:23	",95363.41,508.6,59.68,27.67,M
"2019-10-01 11:27:24	",95362.3,508.7,59.67,27.68,M
"2019-10-01 11:27:25	",95364.03,508.55,59.67,27.68,M
"2019-10-01 11:27:26	",95361.41,508.78,59.69,27.68,M
"2019-10-01 11:27:27	",95362.92,508.65,59.69,27.68,M
"2019-10-01 11:27:28	",95362.42,508.69,59.7,27.69,M
"2019-10-01 11:27:29	",95364.41,508.52,59.7,27.7,M
"2019-10-01 11:27:30	",95364.53,508.51,59.7,27.7,M
"2019-10-01 11:27:31	",95363.52,508.59,59.7,27.7,M
"2019-10-01 11:27:32	",95363.47,508.6,59.69,27.71,M
"2019-10-01 11:27:33	",95363.8,508.57,59.67,27.71,M
"2019-10-01 11:27:34	",95359.67,508.93,59.66,27.71,M
"2019-10-01 11:27:35	",95361.63,508.76,59.67,27.71,M
"2019-10-01 11:27:36	",95363.38,508.61,59.69,27.72,M
"2019-10-01 11:27:37	",95360.34,508.87,59.68,27.72,M
"2019-10-01 11:27:38	",95362.48,508.65,59.67,27.73,M
"2019-10-01 11:27:39	",95363.6,508.59,59.64,27.73,M
"2019-10-01 11:27:40	",95360.3,508.88,59.62,27.73,M
"2019-10-01 11:27:41	",95360.3,508.88,59.59,27.73,M
"2019-10-01 11:27:42	",95359.69,508.93,59.58,27.73,M
"2019-10-01 11:27:43	",95361.71,508.75,59.56,27.74,M
"2019-10-01 11:27:44	",95359.91,508.91,59.52,27.74,M
"2019-10-01 11:27:45	",95359.64,508.93,59.48,27.74,M
"2019-10-01 11:27:46	",95361.27,508.79,59.48,27.74,M
"2019-10-01 11:27:47	",95360.98,508.82,59.48,27.75,M
"2019-10-01 11:27:48	",95360.31,508.87,59.49,27.75,M
"2019-10-01 11:27:49	",95359.93,508.91,59.5,27.75,M
"2019-10-01 11:27:50	",95359.73,508.93,59.5,27.76,M
"2019-10-01 11:27:51	",95363.09,508.63,59.51,27.76,M
"2019-10-01 11:27:52	",95361.3,508.79,59.53,27.76,M
"2019-10-01 11:27:53	",95361.03,508.81,59.56,27.76,M
"2019-10-01 11:27:54	",95356.34,509.22,59.56,27.77,M
"2019-10-01 11:27:55	",95360.09,508.89,59.56,27.77,M
"2019-10-01 11:27:56	",95357.52,509.12,59.55,27.78,M
"2019-10-01 11:27:57	",95360.7,508.84,59.54,27.78,M
"2019-10-01 11:27:58	",95359.7,508.93,59.51,27.79,M
"2019-10-01 11:27:59	",95360.05,508.9,59.5,27.79,M
"2019-10-01 11:28:00	",95360.22,508.88,59.47,27.79,M
"2019-10-01 11:28:01	",95359.55,508.94,59.46,27.79,M
"2019-10-01 11:28:02	",95357.88,509.09,59.45,27.8,M
"2019-10-01 11:28:03	",95362.97,508.8,59.43,27.8,M
"2019-10-01 11:28:04	",95360.84,508.83,59.43,27.81,M
"2019-10-01 11:28:05	",95358.08,509.07,59.41,27.81,M
"2019-10-01 11:28:06	",95361.32,508.79,59.4,27.81,M
"2019-10-01 11:28:07	",95361.61,508.76,59.38,27.82,M
"2019-10-01 11:28:08	",95361.11,508.81,59.36,27.82,M
"2019-10-01 11:28:09	",95360.77,508.83,59.35,27.83,M
"2019-10-01 11:28:10	",95360.1,508.89,59.33,27.83,M
"2019-10-01 11:28:11	",95357.19,509.15,59.26,27.82,M
"2019-10-01 11:28:12	",95358.26,509.05,59.18,27.83,M
"2019-10-01 11:28:13	",95358.65,509.02,59.12,27.83,M
"2019-10-01 11:28:14	",95356.7,509.19,59.09,27.83,M
"2019-10-01 11:28:15	",95361.17,508.8,59.09,27.84,M
"2019-10-01 11:28:16	",95360.34,508.87,59.06,27.84,M
"2019-10-01 11:28:17	",95355.75,509.27,59.04,27.83,M
"2019-10-01 11:28:18	",95361.74,508.75,58.99,27.85,M
"2019-10-01 11:28:19	",95362.02,508.73,58.94,27.84,M
"2019-10-01 11:28:20	",95359.5,508.95,58.91,27.84,M
"2019-10-01 11:28:21	",95363.03,508.71,58.89,27.85,M
"2019-10-01 11:28:22	",95360.91,508.82,58.84,27.85,M
"2019-10-01 11:28:23	",95362.87,508.65,58.82,27.85,M
"2019-10-01 11:28:24	",95358.73,509.01,58.79,27.85,M
"2019-10-01 11:28:25	",95360.23,508.88,58.76,27.85,M
"2019-10-01 11:28:26	",95358.39,509.04,58.75,27.85,M
"2019-10-01 11:28:27	",95360.36,508.87,58.73,27.86,M
"2019-10-01 11:28:28	",95357.89,509.09,58.73,27.86,M
"2019-10-01 11:28:29	",95359.16,508.98,58.73,27.87,M
"2019-10-01 11:28:30	",95359.05,508.99,58.74,27.87,M
"2019-10-01 11:28:31	",95360.67,508.84,58.75,27.87,M
"2019-10-01 11:28:32	",95358.94,509,58.81,27.88,M
"2019-10-01 11:28:33	",95359.17,508.97,58.92,27.88,M
"2019-10-01 11:28:34	",95358.72,509.01,58.93,27.88,M
"2019-10-01 11:28:35	",95358.11,509.07,58.88,27.89,M
"2019-10-01 11:28:36	",95357.61,509.11,58.79,27.89,M
"2019-10-01 11:28:37	",95359.73,508.93,58.76,27.89,M
"2019-10-01 11:28:38	",95358.89,509,58.76,27.89,M
"2019-10-01 11:28:39	",95356.94,509.17,58.75,27.89,M
"2019-10-01 11:28:40	",95359.13,508.98,58.73,27.89,M
"2019-10-01 11:28:41	",95357,509.16,58.71,27.9,M
"2019-10-01 11:28:42	",95359.23,508.97,58.71,27.9,M
"2019-10-01 11:28:43	",95360.75,508.84,58.7,27.9,M
"2019-10-01 11:28:44	",95361.92,508.73,58.68,27.9,M
"2019-10-01 11:28:45	",95362.82,508.66,58.67,27.9,M
"2019-10-01 11:28:46	",95360.7,508.84,58.64,27.9,M
"2019-10-01 11:28:47	",95360.42,508.86,58.62,27.91,M
"2019-10-01 11:28:48	",95359.75,508.92,58.6,27.91,M
"2019-10-01 11:28:49	",95362.21,508.71,58.6,27.91,M
"2019-10-01 11:28:50	",95363.39,508.61,58.6,27.91,M
"2019-10-01 11:28:51	",95362.83,508.65,58.59,27.92,M
"2019-10-01 11:28:52	",95359.08,508.98,58.58,27.91,M
"2019-10-01 11:28:53	",95361.16,508.8,58.56,27.92,M
"2019-10-01 11:28:54	",95361.3,508.79,58.54,27.92,M
"2019-10-01 11:28:55	",95360.91,508.82,58.51,27.92,M
"2019-10-01 11:28:56	",95358.33,509.05,58.48,27.92,M
"2019-10-01 11:28:57	",95361.24,508.79,58.45,27.92,M
"2019-10-01 11:28:58	",95361.02,508.81,58.46,27.93,M
"2019-10-01 11:28:59	",95359.96,508.91,58.47,27.93,M
"2019-10-01 11:29:00	",95359.17,508.97,58.47,27.93,M
"2019-10-01 11:29:01	",95358.73,509.01,58.48,27.93,M
"2019-10-01 11:29:02	",95360.07,508.9,58.49,27.93,M
"2019-10-01 11:29:03	",95359.69,508.93,58.52,27.93,M
"2019-10-01 11:29:04	",95361.48,508.77,58.53,27.94,M
"2019-10-01 11:29:05	",95360.14,508.89,58.53,27.94,M
"2019-10-01 11:29:06	",95358.8,509.01,58.53,27.95,M
"2019-10-01 11:29:07	",95359.8,508.92,58.52,27.95,M
"2019-10-01 11:29:08	",95357.52,509.12,58.46,27.95,M
"2019-10-01 11:29:09	",95360.42,508.86,58.42,27.95,M
"2019-10-01 11:29:10	",95358.69,509.02,58.39,27.96,M
"2019-10-01 11:29:11	",95359.59,508.94,58.38,27.96,M
"2019-10-01 11:29:12	",95358.53,509.03,58.37,27.97,M
"2019-10-01 11:29:13	",95359.03,508.99,58.34,27.97,M
"2019-10-01 11:29:14	",95359.43,508.95,58.3,27.97,M
"2019-10-01 11:29:15	",95358.98,508.99,58.27,27.97,M
"2019-10-01 11:29:16	",95357.25,509.14,58.25,27.97,M
"2019-10-01 11:29:17	",95360.1,508.89,58.23,27.97,M
"2019-10-01 11:29:18	",95359.09,508.98,58.22,27.97,M
"2019-10-01 11:29:19	",95359.21,508.97,58.22,27.97,M
"2019-10-01 11:29:20	",95357.47,509.12,58.23,27.97,M
"2019-10-01 11:29:21	",95359.48,508.95,58.22,27.97,M
"2019-10-01 11:29:22	",95357.64,509.11,58.23,27.97,M
"2019-10-01 11:29:23	",95358.38,509.04,58.24,27.97,M
"2019-10-01 11:29:24	",95358.96,508.99,58.25,27.98,M
"2019-10-01 11:29:25	",95356.33,509.22,58.26,27.98,M
"2019-10-01 11:29:26	",95358.97,508.99,58.27,27.99,M
"2019-10-01 11:29:27	",95356.11,509.24,58.28,27.99,M
"2019-10-01 11:29:28	",95356.67,509.19,58.28,27.99,M
"2019-10-01 11:29:29	",95358.3,509.05,58.27,27.99,M
"2019-10-01 11:29:30	",95354.5,509.38,58.26,28,M
"2019-10-01 11:29:31	",95354.55,509.38,58.2,28,M
"2019-10-01 11:29:32	",95356.02,509.25,58.12,28,M
"2019-10-01 11:29:33	",95357.59,509.11,58.04,28.01,M
"2019-10-01 11:29:34	",95356.36,509.22,58,28.01,M
"2019-10-01 11:29:35	",95354.67,509.37,57.96,28.01,M
"2019-10-01 11:29:36	",95358.7,509.02,57.95,28.01,M
"2019-10-01 11:29:37	",95354.12,509.42,57.95,28.01,M
"2019-10-01 11:29:38	",95355.3,509.31,57.96,28.02,M
"2019-10-01 11:29:39	",95357.37,509.13,57.96,28.02,M
"2019-10-01 11:29:40	",95358.27,509.05,57.97,28.02,M
"2019-10-01 11:29:41	",95357.15,509.15,58,28.02,M
"2019-10-01 11:29:42	",95356.3,509.23,58,28.02,M
"2019-10-01 11:29:43	",95356.75,509.19,58,28.02,M
"2019-10-01 11:29:44	",95360.11,508.89,57.97,28.02,M
"2019-10-01 11:29:45	",95359.44,508.95,57.96,28.02,M
"2019-10-01 11:29:46	",95355.75,509.27,57.96,28.02,M
"2019-10-01 11:29:47	",95358.16,509.06,57.96,28.02,M
"2019-10-01 11:29:48	",95355.64,509.28,57.99,28.02,M
"2019-10-01 11:29:49	",95358.72,509.01,58.01,28.03,M
"2019-10-01 11:29:50	",95358.77,509.01,58.03,28.02,M
"2019-10-01 11:29:51	",95360.12,508.89,58.05,28.03,M
"2019-10-01 11:29:52	",95356.63,509.2,58.06,28.03,M
"2019-10-01 11:29:53	",95359.09,508.98,58.09,28.04,M
"2019-10-01 11:29:54	",95360.49,508.86,nan,28.05,M
"2019-10-01 11:29:55	",95360.94,508.82,58.13,28.04,M
"2019-10-01 11:29:56	",95357.48,509.12,58.13,28.05,M
"2019-10-01 11:29:57	",95358.42,509.04,58.13,28.05,M
"2019-10-01 11:29:58	",95357.7,509.1,58.12,28.05,M
"2019-10-01 11:29:59	",95357.26,509.14,58.13,28.06,M
"2019-10-01 11:30:00	",95357.92,509.08,nan,28.06,M
"2019-10-01 11:30:01	",95357.92,509.08,58.09,28.06,M
"2019-10-01 11:30:02	",95356.53,509.21,58.06,28.06,M
"2019-10-01 11:30:03	",95359.34,508.96,58,28.07,M
"2019-10-01 11:30:04	",95357.03,509.16,57.98,28.06,M
"2019-10-01 11:30:05	",95358.77,509.01,57.97,28.07,M
"2019-10-01 11:30:06	",95359.55,508.94,57.94,28.06,M
"2019-10-01 11:30:07	",95358.66,509.02,57.92,28.07,M
"2019-10-01 11:30:08	",95357.44,509.13,57.9,28.07,M
"2019-10-01 11:30:09	",95357.48,509.12,57.9,28.07,M
"2019-10-01 11:30:10	",95357.44,509.13,57.87,28.07,M
"2019-10-01 11:30:11	",95355.87,509.26,57.86,28.07,M
"2019-10-01 11:30:12	",95356.2,509.23,57.84,28.07,M
"2019-10-01 11:30:13	",95356.7,509.19,57.83,28.07,M
"2019-10-01 11:30:14	",95356.03,509.25,57.8,28.07,M
"2019-10-01 11:30:15	",95354.58,509.38,57.76,28.07,M
"2019-10-01 11:30:16	",95360.4,508.94,57.75,28.07,M
"2019-10-01 11:30:17	",95360.17,508.89,57.73,28.07,M
"2019-10-01 11:30:18	",95357.09,509.16,57.71,28.07,M
"2019-10-01 11:30:19	",95358.1,509.07,57.7,28.07,M
"2019-10-01 11:30:20	",95359.05,508.99,57.71,28.06,M
"2019-10-01 11:30:21	",95357.71,509.1,57.72,28.06,M
"2019-10-01 11:30:23	",95359.72,508.93,57.72,28.06,M
"2019-10-01 11:30:24	",95361.91,508.73,57.74,28.06,M
"2019-10-01 11:30:25	",95357.54,509.12,57.73,28.06,M
"2019-10-01 11:30:26	",95358.05,509.07,57.72,28.06,M
"2019-10-01 11:30:27	",95357.77,509.1,57.71,28.07,M
"2019-10-01 11:30:28	",95357.2,509.15,57.69,28.06,M
"2019-10-01 11:30:29	",95356.81,509.18,57.69,28.06,M
"2019-10-01 11:30:30	",95361.17,508.8,57.71,28.06,M
"2019-10-01 11:30:31	",95358.72,509.01,57.72,28.06,M
"2019-10-01 11:30:32	",95357.48,509.12,57.73,28.06,M
"2019-10-01 11:30:33	",95358.88,509,57.73,28.06,M
"2019-10-01 11:30:34	",95357.88,509.09,57.73,28.06,M
"2019-10-01 11:30:35	",95359.89,508.91,57.74,28.06,M
"2019-10-01 11:30:36	",95359.67,508.93,57.74,28.07,M
"2019-10-01 11:30:37	",95358.78,509.01,57.74,28.07,M
"2019-10-01 11:30:38	",95360.63,508.85,57.75,28.07,M
"2019-10-01 11:30:39	",95359.51,508.95,57.74,28.08,M
"2019-10-01 11:30:40	",95358.89,509,57.74,28.08,M
"2019-10-01 11:30:41	",95360.36,508.87,57.75,28.08,M
"2019-10-01 11:30:42	",95359.17,508.97,57.73,28.08,M
"2019-10-01 11:30:43	",95358,509.08,57.75,28.08,M
"2019-10-01 11:30:44	",95358.71,509.01,57.77,28.09,M
"2019-10-01 11:30:45	",95359.61,508.94,57.76,28.1,M
"2019-10-01 11:30:46	",95361.34,508.78,57.74,28.1,M
"2019-10-01 11:30:47	",95359.66,508.93,57.74,28.1,M
"2019-10-01 11:30:48	",95357.31,509.14,57.76,28.1,M
"2019-10-01 11:30:49	",95357.93,509.08,57.76,28.1,M
"2019-10-01 11:30:50	",95357.93,509.08,57.76,28.1,M
"2019-10-01 11:30:51	",95360.4,508.87,57.76,28.11,M
"2019-10-01 11:30:52	",95358.11,509.07,57.77,28.11,M
"2019-10-01 11:30:53	",95358.27,509.05,57.76,28.11,M
"2019-10-01 11:30:54	",95363.26,508.62,57.75,28.12,M
"2019-10-01 11:30:55	",95360.13,508.89,57.75,28.12,M
"2019-10-01 11:30:56	",95357.42,509.13,57.75,28.13,M
"2019-10-01 11:30:57	",95355.14,509.33,57.75,28.12,M
"2019-10-01 11:30:58	",95357.75,509.1,57.72,28.13,M
"2019-10-01 11:30:59	",95357.25,509.14,57.68,28.13,M
"2019-10-01 11:31:00	",95359.27,508.97,57.67,28.13,M
"2019-10-01 11:31:01	",95357.42,509.13,57.6,28.13,M
"2019-10-01 11:31:02	",95359.16,508.98,57.54,28.14,M
"2019-10-01 11:31:03	",95358.05,509.07,57.52,28.14,M
"2019-10-01 11:31:04	",95357.65,509.11,57.49,28.14,M
"2019-10-01 11:31:05	",95360.39,508.87,57.46,28.14,M
"2019-10-01 11:31:06	",95358.72,509.01,57.42,28.14,M
"2019-10-01 11:31:07	",95355.47,509.3,57.4,28.14,M
"2019-10-01 11:31:08	",95359.05,508.99,57.41,28.14,M
"2019-10-01 11:31:09	",95357.59,509.11,57.45,28.14,M
"2019-10-01 11:31:10	",95357.42,509.13,57.47,28.14,M
"2019-10-01 11:31:11	",95359.92,508.91,57.5,28.15,M
"2019-10-01 11:31:12	",95356.12,509.24,57.5,28.15,M
"2019-10-01 11:31:13	",95357.91,509.09,57.49,28.16,M
"2019-10-01 11:31:14	",95357.46,509.12,57.47,28.15,M
"2019-10-01 11:31:15	",95356.06,509.25,57.43,28.16,M
"2019-10-01 11:31:16	",95357.75,509.1,57.42,28.16,M
"2019-10-01 11:31:17	",95359.37,508.96,57.43,28.16,M
"2019-10-01 11:31:18	",95355.73,509.27,57.42,28.16,M
"2019-10-01 11:31:19	",95354.78,509.36,57.38,28.16,M
"2019-10-01 11:31:20	",95356.63,509.2,57.36,28.16,M
"2019-10-01 11:31:21	",95357.97,509.08,57.36,28.16,M
"2019-10-01 11:31:22	",95356.18,509.24,57.37,28.16,M
"2019-10-01 11:31:23	",95358.3,509.05,57.38,28.16,M
"2019-10-01 11:31:24	",95358.3,509.05,57.4,28.16,M
"2019-10-01 11:31:25	",95359.94,508.91,57.41,28.16,M
"2019-10-01 11:31:26	",95356.52,509.21,57.4,28.17,M
"2019-10-01 11:31:27	",95357.64,509.11,57.38,28.17,M
"2019-10-01 11:31:28	",95358.59,509.02,57.38,28.17,M
"2019-10-01 11:31:29	",95360.28,508.88,57.37,28.18,M
"2019-10-01 11:31:30	",95359.66,508.93,57.37,28.18,M
"2019-10-01 11:31:31	",95359.16,508.98,57.37,28.18,M
"2019-10-01 11:31:32	",95358.61,509.02,57.35,28.19,M
"2019-10-01 11:31:33	",95362.58,508.68,57.34,28.19,M
"2019-10-01 11:31:34	",95356.7,509.19,57.36,28.19,M
"2019-10-01 11:31:35	",95360.46,508.86,57.37,28.19,M
"2019-10-01 11:31:36	",95360.71,508.84,57.39,28.2,M
"2019-10-01 11:31:37	",95360.69,508.84,57.41,28.2,M
